key,name,sortOrder,japanese,instrument,website,group,altEnglish,altJapanese,altWebsite,altWebsite2
seiji-harakawa,Seiji Harakawa,Harakawa; Seiji,原川誠司,saxophone,https://seijiharakawa.amebaownd.com/,,,,https://ameblo.jp/seijiharakawa/,
seiji-tada,Seiji Tada,Tada; Seiji,多田誠司,saxophone,https://www.tadasei.net/,,,,,
seijun-kanemoto,Seijun Kanemoto,Kanemoto; Seijun,金本聖潤,drums,https://www.threads.net/@seijun_heartbeat,,,,,
setsu-fujii,Setsu Fujii,Fujii; Setsu,藤井摂,drums,https://www.setsufujii.com/,,,,,
sguru-miyaji,Sguru Miyaji,Miyaji; Sguru,宮地スグル,saxophone,http://www7b.biglobe.ne.jp/~noizz/,,,,https://blog.goo.ne.jp/noizz382,
shawna-yang,Shawna Yang,Yang; Shawna,,saxophone,https://antiguawinds.com/artists/shawna-yang/,,,,,
shigeharu-mukai,Shigeharu Mukai,Mukai; Shigeharu,向井滋春,trombone,http://s-mukai.com/,,,,,
shigehito-kawamura,Shigehito Kawamura,Kawamura; Shigehito,川村成史,drums,,,,,,
shigeo-fukuda,Shigeo Fukuda,Fukuda; Shigeo,福田重男,piano,https://shigeofukuda.com/,,,,,
shigeru-kawashima,Shigeru Kawashima,Kawashima; Shigeru,川島茂,piano,https://www4.hp-ez.com/hp/kawashima-jazz-piano/page10,,,,,
shigeru-morishita,Shigeru Morishita,Morishita; Shigeru,森下滋,piano,http://gerushi.com/,,,,,
shigetaka-ikemoto,Shigetaka Ikemoto,Ikemoto; Shigetaka,池本茂貴,trombone,https://shigetakaikemotoofficial.studio.site/,,,,,
shikou-ito,Shikou Ito,Ito; Shikou,伊藤志宏,piano,https://www.shikoupf.com/,,,,,
shin-ichiro-mochitsuki,Shin-ichiro Mochizuki,Mochizuki; Shin-ichiro,望月慎一郎,piano,https://shin-ichiromochizuki.blogspot.com/,,,,,
shin-kamimura,Shin Kamimura,Kamimura; Shin,上村信,bass,http://kamimurashinbass.g2.xrea.com/,,,,,
shingo-okudaira,Shingo Okudaira,Okudaira; Shingo,奥平慎吾,drums,http://www.pit-inn.com/okudaira/,,,,,
shingo-tanaka,Shingo Tanaka,Tanaka; Shingo,田中晋吾,bass,,,,,,
shinichi-kato,Shinichi Kato,Kato; Shinichi,加藤真一,bass,https://katoshinichi.net/,,,,,
shinichi-sato,Shinichi Sato,Sato; Shinichi,佐藤慎一,bass,http://www.shinichibass.com/,,,,,
shinichiro-kamoto,Shinichiro Kamoto,Kamoto; Shinichiro,嘉本信一郎,drums,http://shinkoman.web.fc2.com/,,,,,
shinji-hashimoto,Shinji Hashimoto,Hashimoto; Shinji,橋本信二,guitar,https://session67.jp/interview/05/,,,,,
shinji-miyazaki,Shinji Miyazaki,Miyazaki; Shinji,宮崎真司,guitar,https://shinjimiyazaki.com/,,,,,
shinnosuke-takahashi,Shinnosuke Takahashi,Takahashi; Shinnosuke,高橋信之介,drums,,,,,,
shinobu-ishizaki,Shinobu Ishizaki,Ishizaki; Shinobu,石崎忍,saxophone,https://shinobu-ishizaki.tumblr.com/,,,,,
shinobu-kawahara,Shinobu Kawahara,Kawahara; Shinobu,河原志信,piano,http://www.jazzp.com/,,,,,
shinobu-sato,Shinobu Sato,Sato; Shinobu,佐藤忍,bass,,,,,,
shinpei-hosono,Shinpei Hosono,Hosono; Shinpei,細野慎平,bass,,,,,,
shinpei-inoue,Shinpei Inoue,Inoue; Shinpei,井上信平,flute,https://www.facebook.com/shinpeiworld/,,,,,
shinpei-ogawa,Shinpei Ogawa,Ogawa; Shinpei,小川晋平,bass,https://basshipogw.wixsite.com/shimpeiogawa,,,,https://ja.wikipedia.org/wiki/%E5%B0%8F%E5%B7%9D%E6%99%8B%E5%B9%B3,
shinpei-ruike,Shinpei Ruike,Ruike; Shinpei,類家心平,trumpet,https://ruikeshinpei.com/,,,,,
shintaro-hanada,Shintaro Hanada,Hanada; Shintaro,花田進太郎,guitar,https://hanada-guitar.jp,,,,,
shinya-arasuna,Shinya Arasuna,Arasuna; Shinya,荒砂真也,guitar,http://lavion.main.jp/,,,,,
shinya-fukumori,Shinya Fukumori,Fukumori; Shinya,福盛進也,drums,https://www.shinyafukumori.com/,,,,,
shinya-nitta,Shinya Nitta,Nitta; Shinya,仁田真也,vocal,,,,,,
sho-okumura,Sho Okumura,Okumura; Sho,奥村晶,trumpet,,,,,,
sho-takahashi,Sho Takahashi,Takahashi; Sho,高橋将,electric bass,https://s12bluegreen.wixsite.com/s12eb,,,,,
shogo-hamada,Shogo Hamada,Hamada; Shogo,濱田省吾,drums,https://ameblo.jp/hamasho1212,,,,,
shohei-nishimura,Shohei Nishimura,Nishimura; Shohei,西村匠平,drums,https://shouheinishimuradr.wixsite.com/showhey,,,,https://ameblo.jp/shohei-drum/,
shoko-mochiyama,Shoko Mochiyama,Mochiyama; Shoko,持山翔子,piano,https://ameblo.jp/shoko-mochiyama/,,,,,
shota-shunputei,Shota Shunputei,Shunputei; Shota,春風亭昇太,trombone,https://shunputei-shota.com/,,,,,
show-kudo,Show Kudo,Kudo; Show,工藤精,bass,https://showgun65.exblog.jp/,,,,,
shu-akimoto,Shu Akimoto,Akimoto; Shu,秋元修,drums,https://akimoto-shu.jimdosite.com/,,,,,
shu-kanematsu,Shu Kanematsu,Kanematsu; Shu,兼松衆,piano,https://www.nichionsakka.com/shu-kanematsu,,,,,
shuhei-hosoka,Shuhei Hosoka,Hosoka; Shuhei,保坂修平,piano,https://ameblo.jp/shuheihosaka/,,,,,
shuichi-ponta-murakami,Shuichi “Ponta” Murakami,Murakami; Shuichi “Ponta”,村上“ポンタ”秀一,drums,http://www.ponta.club/,,,,,
shuji-morita,Shuji Morita,Morita; Shuji,森田修史,saxophone,https://shujimorita.official.jp/,,,,,
shun-ishiwaka,Shun Ishiwaka,Ishiwaka; Shun,石若駿,drums,http://www.shun-ishiwaka.com/,,,,,
shunichi-yanagi,Shunichi Yanagi,Yanagi; Shunichi,柳隼一,piano,https://shunichiyanagi.web.fc2.com/,,Syunichi Yanagi,,,
shunji-takenaka,Shunji Takenaka,Takenaka; Shunji,竹中俊二,guitar,https://profile.ameba.jp/ameba/hanazo555/,,,,,
shunosuke-ishikawa,Shunosuke Ishikawa,Ishikawa; Shunosuke,石川周之介,saxophone,http://shunosuke.com/,,,,,
shunsuke-umino,Shunsuke Umino,Umino; Shunsuke,海野俊輔,drums,http://www.bfjazz.com/instructors/24/,,,,,
shunya-wakai,Shunya Wakai,Wakai; Shunya,若井俊也,bass,https://ameblo.jp/wakai0515/,,,,,
simon-goubert,Simon Goubert,Goubert; Simon,,drums,https://simongoubert.bandcamp.com/,,,,,
slide-hampton,Slide Hampton,Hampton; Slide,,trombone,https://en.wikipedia.org/wiki/Slide_Hampton,,,,,
sohnosuke-imaizumi,Sohnosuke Imaizumi,Imaizumi; Sohnosuke,今泉総之輔,drums,http://www.imaizumisohnosuke.com/,,,,https://ameblo.jp/sosodrums/,
soichi-noriki,Soichi Noriki,Noriki; Soichi,野力奏一,piano,http://noriki-studio.sub.jp/noriki-family/%E9%87%8E%E5%8A%9B-%E5%A5%8F%E4%B8%80%EF%BC%88%E3%81%AE%E3%82%8A%E3%81%8D-%E3%81%9D%E3%81%86%E3%81%84%E3%81%A1%EF%BC%89/,,,,,
sora-ichikawa,Sora Ichikawa,Ichikawa; Sora,市川空,piano,https://chikainokotoba.wixsite.com/soraichikawa,,,,,
soren-dahl-jeppesen,Soren Dahl Jeppesen,Jeppesen; Soren Dahl,,guitar,,,,,,
sota-kira,Sota Kira,Kira; Sota,吉良創太,drums,https://kirasota.jimdofree.com/,,,,,
sota-seta,Sota Seta,Seta; Sota,瀬田創太,piano,https://sota818.wixsite.com/music,,,,,
steve-barry,Steve Barry,Barry; Steve,,piano,https://www.stevebarrymusic.com/,,,,,
steve-fishwick,Steve Fishwick,Fishwick; Steve,,trumpet,,,,,,
sumire-kuribayashi,Sumire Kuribayashi,Kuribayashi; Sumire,栗林すみれ,piano,https://sumirekuribayashi.tumblr.com/,,,,https://ameblo.jp/sumire-420/,
sumito-oi,Sumito Oi,Oi; Sumito,大井澄東,drums,https://www.sumitooi.com/,,Sumitty,,,
suomi-morishita,Suomi Morishita,Morishita; Suomi,森下周央彌,guitar,https://www.suomi-morishita.com/,,,,,
svein-olav-herstad,Svein Olav Herstad,Herstad; Svein Olav,,piano,https://en.wikipedia.org/wiki/Svein_Olav_Herstad,,,,,
tabu-zombie,Tabu Zombie,Tabu; Zombie,タブゾンビ,trumpet,,,,椨智紹,,
tadahiro-fusahara,Tadahiro Fusahara,Fusahara; Tadahiro,房原忠弘,trumpet,https://fusahara.jimdofree.com/,,,,,
tadashi-saze,Tadashi Saze,Saze; Tadashi,佐瀬正,bass,http://www.tadashi-saze.com/,,,,,
taeko-kurita,Taeko Kurita,Kurita; Taeko,栗田妙子,piano,https://kuritataeko.jimdofree.com/,,,,,
taichi-minagawa,Taichi Minagawa,Minagawa; Taichi,皆川太一,guitar,http://taichiminagawa.com/,,,,,
taichiro-kawasaki,Taichiro Kawasaki,Kawasaki; Taichiro,川崎太一朗,trumpet,https://taichirokawasaki.com/,,,,,
taihei-asakawa,Taihei Asakawa,Asakawa; Taihei,浅川太平,piano,https://taiheiasakawa.wixsite.com/piano,,,,,
taiichi-kamimura,Taiichi Kamimura,Kamimura; Taiichi,かみむら泰一,saxophone,http://www.taisax.jeez.jp/,,,,,
taikou-kikuchi,Taikou Kikuchi,Kikuchi; Taikou,菊池太光,piano,https://jazzpiano.hanabie.com/,,Taiko Kikuchi,,http://kikuchitaikou100.blog.fc2.com/,
taisei-aoki,Taisei Aoki,Aoki; Taisei,青木タイセイ,trombone,https://taisei1231.wixsite.com/taiseiaoki,,,,,
taishi-sakurai,Taishi Sakurai,Sakurai; Taishi,桜井大士,violin,https://www.mori-music.com/elcielo2020/profile/#sakurai,,,,,
takaaki-otomo,Takaaki Otomo,Otomo; Takaaki,大友孝彰,piano,http://www.takaakiotomo.com/,,,,,
takahiko-goto,Takahiko Goto,Goto; Takahiko,ごとうたかひこ,vocal,,,,,,
takahiro-miyazaki,Takahiro Miyazaki,Miyazaki; Takahiro,宮崎隆睦,saxophone,https://miyazaki-sax.com/,,,,,
takahiro-nawashiro,Takahiro Nawashiro,Nawashiro; Takahiro,苗代尚寬,guitar,https://takahironawashiro0.wixsite.com/website,,,,,
takahiro-sakamoto,Takahiro Sakamoto,Sakamoto; Takahiro,坂本貴啓,drums accordion,https://sakamototakahirodrumacc.amebaownd.com/,,,,,
takahiro-yuki,Takahiro Yuki,Yuki; Takahiro,結城貴弘,cello,,,,,,
takako-yamada,Takako Yamada,Yamada; Takako,山田貴子,piano,https://takakoyamada.amebaownd.com/,,,,https://ameblo.jp/takakopno,
takanori-maehara,Takanori Maehara,Maehara; Takanori,前原孝紀,guitar,,,,,,
takanori-suzuki,Takanori Suzuki,Suzuki; Takanori,鈴木孝紀,clarinet,https://www.takanorisuzuki.net/,,,,,
takao-uematsu,Takao Uematsu,Uematsu; Takao,植松孝夫,saxophone,,,,,,
takashi-amano,Takashi Amano,Amano; Takashi,天野丘,guitar,https://blog.goo.ne.jp/amaqguitar,,,,,
takashi-saito,Takashi Saito,Saito; Takashi,齋藤たかし,drums,https://staxiverhp.wixsite.com/takashisaito,,,,,
takashi-sugawa,Takashi Sugawa,Sugawa; Takashi,須川崇志,bass,https://www.tsgw.net/,,,,,
takashi-sugawara,Takashi Sugawara,Sugawara; Takashi,菅原高志,drums,http://weesugaweesug.jugem.jp/,,,,,
takayoshi-baba,Takayoshi Baba,Baba; Takayoshi,馬場孝喜,guitar,https://babaviolao.wixsite.com/babatakayoshi,,,,,
takayuki-sato,Takayuki Sato,Sato; Takayuki,佐藤敬幸,saxophone,https://takayukisatooo.amebaownd.com/,,,,,
takayuki-yagi,Takayuki Yagi,Yagi; Takayuki,八木隆幸,piano,https://yagitakayuki.com/,,,,,
takefumi-shirasa,Takefumi Shirasa,Shirasa; Takefumi,白佐武史,cello,https://www.shirasatakefumi.com/,,,,,
takehiro-shimizu,Takehiro Shimizu,Shimizu; Takehiro,清水勇博,drums,https://www.mindbodyunison.com/,,,,https://canopusdrums.com/jp/endorser-j/shimizu_takehiro/,
takenori-sawaki,Takenori Sawaki,Sawaki; Takenori,佐脇武則,saxophone,,,,,,
takeru-yamazaki,Takeru Yamazaki,Yamazaki; Takeru,ヤマザキタケル,keyboard,http://yamazakitkr.com/,,,,http://yamazakitkr.com/TakeruYamazakisWebsite/Welcome.html,
takeshi-inomata,Takeshi Inomata,Inomata; Takeshi,猪俣猛,drums,https://ja.wikipedia.org/wiki/%E7%8C%AA%E4%BF%A3%E7%8C%9B,,,,,
takeshi-obana,Takeshi Obana,Obana; Takeshi,尾花毅,guitar,https://www.obana7cordas.com/,,,,,
takeshi-sakamoto,Takeshi Sakamoto,Sakamoto; Takeshi,坂本健志,drums,https://www.facebook.com/takeshidrums/,,,,,
takeshi-shibuya,Takeshi Shibuya,Shibuya; Takeshi,渋谷毅,piano,http://4carco.net/blog/,,,,,
taku-akiyama,Taku Akiyama,Akiyama; Taku,秋山卓,saxophone,http://jmsu.web.fc2.com/taku/,,,,,
takuji-yamada,Takuji Yamada,Yamada; Takuji,山田拓児,saxophone,https://www.takujiyamada.com/,,,,https://takujazz.blogspot.com/,https://uoumusic.com/
takumi-awaya,Takumi Awaya,Awaya; Takumi,粟谷巧,bass,https://www.tunecore.co.jp/artists?id=447933&lang=en,,,,https://www.takumiawaya.com/,
takumi-nakayama,Takumi Nakayama,Nakayama; Takumi,中山拓海,saxophone,https://www.takuminakayama.com/,,,,,
takumi-seino,Takumi Seino,Seino; Takumi,清野拓巳,guitar,http://www.takumiseino.com/,,,,,
takuya-kuroda,Takuya Kuroda,Kuroda; Takuya,黒田卓也,trumpet,https://www.takuyakuroda.com/,,,,,
takuya-ozaki,Takuya Ozaki,Ozaki; Takuya,尾崎琢也,piano,https://t-quartz.art/,,,,https://t-quartz.jimdofree.com/,
takuya-sakazaki,Takuya Sakazaki,Sakazaki; Takuya,坂崎拓也,bass,https://jazzshiryokan.net/jazzDB/musician_detail.php?serialNumber=1791,,,,,
tamako-yashima,Tamako Yashima,Yashima; Tamako,八島珠子,cello,,,,,,
tamashi-goto,Tamashi Goto,Goto; Tamashi,後藤魂,piano,https://ameblo.jp/jazzsoul-tamapi/,,,,,
tamaya-honda,Tamaya Honda,Honda; Tamaya,本田珠也,drums,http://tamayahonda.blogspot.com/,,,,https://tamayahonda.thebase.in/,
taro-sukegawa,Taro Sukegawa,Sukegawa; Taro,助川太郎,guitar,http://www.tarosukegawa.jp/,,,,,
tatsuhiko-takeda,Tatsuhiko Takeda,Takeda; Tatsuhiko,竹田達彦,drums,,,,,,
tatsuji-yokoyama,Tatsuji Yokoyama,Yokoyama; Tatsuji,横山達治,percussion,https://ameblo.jp/percussiontatsuji/,,,,,
tatsuya-hashimoto,Tatsuya Hashimoto,Hashimoto; Tatsuya,橋本達哉,drums,http://www.bloc.jp/hasshan/,,,,,
tatsuya-sato,Tatsuya Sato,Sato; Tatsuya,佐藤達哉,saxophone,https://tatsuyasato.com/,,,,,
tatsuya-takahashi,Tatsuya Takahashi,Takahashi; Tatsuya,高橋達也,saxophone,https://ja.wikipedia.org/wiki/%E9%AB%98%E6%A9%8B%E9%81%94%E4%B9%9F,,,,,
tatsuya-tsuyuki,Tatsuya Tsuyuki,Tsuyuki; Tatsuya,露木達也,guitar,http://www.tatsuya-tsuyuki.com/,,,,,
teiji-taguchi,Teiji Taguchi,Taguchi; Teiji,田口悌治,guitar,https://tag-gtr.wixsite.com/home,,,,,
teriver-cheung,Teriver Cheung,Cheung; Teriver,,guitar,https://www.instagram.com/terivercheung/,,,,,
terumasa-hino,Terumasa Hino,Hino; Terumasa,日野皓正,trumpet,https://www.terumasahino.com/,,,,,
terumasa-nishikawa,Terumasa Nishikawa,Nishikawa; Terumasa,西川輝正,bass,,,,,,
tetsu-saitoh,Tetsuo Saitoh,Saitoh; Tetsuo,齋藤徹,contrabass,,,,,,
tetsuji-yoshida,Tetsuji Yoshida,Yoshida; Tetsuji,吉田哲治,trumpet,https://yoshidamusic.amebaownd.com/,,,,https://yoshidamusic.thebase.in/,
tetsunori-morinaga,Tetsunori Morinaga,Morinaga; Tetsunori,森永哲則,drums,https://www.morinagatetsunori.com/,,,,,
tetsuo-koizumi,Tetsuo Koizumi,Koizumi; Tetsuo,小泉哲夫,bass,,,,,,
tetsuro-aratama,Tetsuro Aratama,Aratama; Tetsuro,荒玉哲郎,bass,http://www.rocketz.co.jp/aratama/,,,,,
tetsuro-kawashima,Tetsuro Kawashima,Kawashima; Tetsuro,川嶋哲郎,sax,https://tetsurokawashima.com/,,,,,
tetsutaro-kude,Tetsutaro Kude,Kude; Tetsutaro,公手徹太郎,drums,http://tetta.cocolog-nifty.com,,,,,
tetsuya-hayakawa,Tetsuya Hayakawa,Hayakawa; Tetsuya,早川哲也,bass,,,,,,
tetsuya-kanmuri,Tetsuya Kanmuri,Kanmuri; Tetsuya,冠徹弥,vocal,http://thekanmuri.jp/,,,,,
tetsuya-kuwayama,Tetsuya Kuwayama,Kuwayama; Tetsuya,桑山哲也,accordion,,,,,,
tetsuyuki-kishi,Tetsuyuki Kishi,Kishi; Tetsuyuki,岸徹至,bass,https://shijukara.thebase.in/,,,,,
tetsuyuki-miya,Tetsuyuki Miya,Miya; Tetsuyuki,宮哲之,saxophone,https://ameblo.jp/miya-music/,,,,,
tohohiko-kato,Tomohiko Kato,Kato; Tomohiko,加藤友彦,piano,https://www.facebook.com/anglosaxonkato,,,,,
tokuhiro-doi,Tokuhiro Doi,Doi; Tokuhiro,土井徳浩,clarinet,https://www.doitoku.com/,,,,,
tommy-campbell,Tommy Campbell,Campbell; Tommy,,drums,https://tommycampbell.com/,,,,,
tommy-morota,Tommy Morota,Morota; Tommy,諸田富男,drums,http://jazz.cside.com/tommy-morota/,,,,,
tomo-kanno,Tomo Kanno,Kanno; Tomo,菅野知明,drums,https://www.tomogorilladrums.com/,,,,,
tomohide-hinugasa,Tomohide Hinugasa,Hinugasa; Tomohide,衣笠智英,drums,http://tomohide-kinugasa.com/,,,,,
tomohiro-higashikinjou,Tomohiro Higashikinjou,Higashikinjou; Tomohiro,東金城友洋,saxophone,https://talkintalkin.amebaownd.com/,,,,,
tomohiro-ota,Tomohiro Ota,Ota; Tomohiro,大田智洋,drums,,,,,,
tomohiro-yahiro,Tomohiro Yahiro,Yahiro; Tomohiro,ヤヒロトモヒロ,percussion,https://www.tomohiroyahiro.com/,,,,,
tomohisa-suzuki,Tomohisa Suzuki,Suzuki; Tomohisa,スズキトモヒサ,percussion,https://www.soopydrums.com/,,,,,
tomoka-miwa,Tomoka Miwa,Miwa; Tomoka,三輪知可,vocal,https://www.miwatomoka.com/,,,,https://ameblo.jp/miwatomoka/,
tomokazu-sugimoto,Tomokazu Sugimoto,Sugimoto; Tomokazu,杉本智和,bass,http://bassist.s7.xrea.com/p/index.htm,,,,,
tomoki-takahashi,Tomoki Takahashi,Takahashi; Tomoki,高橋知己,saxophone,http://www7a.biglobe.ne.jp/~tomokey/,,,,,
tomoko-abe,Tomoko Abe,Abe; Tomoko,阿部智子,vocal,https://www.tomokojazz.net/,,,,https://www.youtube.com/channel/UCMl41JHI-00ZWoBsOG-S3aw,
tomoko-yoshino,Tomoko Yoshino,Yoshino; Tomoko,吉野智子,vibraphone,https://www.tomokoyoshino.com/,,,,,
tomomi-imaoka,Tomomi Imaoka,Imaoka; Tomomi,今岡友美,vocal,http://tomomi-i.com/,,,,,
tomomi-oda,Tomomi Oda,Oda; Tomomi,小田朋美,vocal,https://www.odatomomi.com/,,,,,
tomomi-sasaki,Tomomi Sasaki,Sasaki; Tomomi,佐々木朝美,vocal,https://forestomori.wixsite.com/music,,Momo,,http://momosasaki.jugem.jp/,
tomonao-hara,Tomonao Hara,Hara; Tomonao,原朋直,trumpet,https://tomonaohara.com/,,,,,
tomoyuki-konno,Tomoyuki Konno,Konno; Tomoyuki,紺野智之,drums,http://tomoyukikonno.blogspot.com/,,,,,
tomoyuki-okabe,Tomoyuki Okabe,Okabe; Tomoyuki,岡部朋幸,drums,https://tomookabe.exblog.jp/,,,,,
tomoyuki-shima,Tomoyuki Shima,Shima; Tomoyuki,嶋友行,bass,https://jazzshiryokan.net/jazzDB/musician_detail.php?serialNumber=3782,,,,,
toninho-horta,Toninho Horta,Horta; Toninho,,guitar,http://www.toninhohorta.com.br/,,,,,
toru-dodo,Toru Dodo,Dodo; Toru,百々徹,piano,http://torudodo.com/,,,,,
toru-nishijima,Toru Nishijima,Nishijima; Toru,西嶋徹,bass,https://toru-cb.com/,,,,,
toru-takahashi,Toru Takahashi,Takahashi; Toru,高橋徹,drums,http://torutakahashi.com/,,,,,
toshihiko-inoue,Toshihiko Inoue,Inoue; Toshihiko,井上淑彦,saxophone,http://www.inouetoshihiko.com/,,,,,
toshihiko-kohno,Toshihiko Kohno,Kohno; Toshihiko,紅野智彦,piano,https://www.ne.jp/asahi/beni/toshi/,,,,,
toshihiro-nakanishi,Toshihiro Nakanishi,Nakanishi; Toshihiro,中西俊博,violin,http://couleur.bz/,,,,,
toshihisa-nagami,Toshihisa Nagami,Nagami; Toshihisa,永見寿久,bass,https://nagami-toshihisa.jimdofree.com/,,,,,
toshiki-abe,Toshiki Abe,Abe; Toshiki,阿部俊貴,saxophone,https://www.toshikiabesax.com/,,,,,
toshiki-nunokawa,Toshiki Nunokawa,Nunokawa; Toshiki,布川俊樹,guitar,https://toshikinunokawa.jimdofree.com/,,,,,
toshiko-akiyoshi,Toshiko Akiyoshi,Akiyoshi; Toshiko,穐吉敏子,piano,https://en.wikipedia.org/wiki/Toshiko_Akiyoshi,,,秋吉敏子,,
toshio-miki,Toshio Miki,Miki; Toshio,三木俊雄,saxophone,http://mikitoshio.com/,,,,,
toshio-nakajima,Toshio Nakajima,Nakajima; Toshio,中嶋俊夫,drums,,,,,,
toshio-osumi,Toshio Osumi,Osumi; Toshio,大隅寿男,drums,,,,,,
toshitaka-shibata,Toshitaka Shibata,Shibata; Toshitaka,柴田敏孝,piano,https://www.toshitaka-shibata.com/,,,,,
toyomi-kobayashi,Toyomi Kobayashi,Kobayashi; Toyomi,小林豊美,flute,https://toyomikobayashi.theblog.me/,,,,,
tsutomu-kawauchi,Tsutomu Kawauchi,Kawauchi; Tsutomu,川内努,drums,https://jazzshiryokan.net/jazzDB/musician_detail.php?serialNumber=5324,,,,,
tsutomu-okada,Tsutomu Okada,Okada; Tsutomu,岡田勉,bass,http://www.ben-okada.com/,,,,,
tsutomu-takei,Tsutomu Takei,Takei; Tsutomu,武井努,saxophone,https://tsutomutakei.jp/,,,,,
tsuyoshi-komori,Tsuyoshi Komori,Komori; Tsuyoshi,小森剛,vocal,https://komoritsuyoshi.tumblr.com/,,,,,
tsuyoshi-yamamoto,Tsuyoshi Yamamoto,Yamamoto; Tsuyoshi,山本剛,piano,https://www.tsuyoshi-yamamoto.com/,,,,,
ui,UI,UI,うい,clarinet,https://ameblo.jp/clary-girlyui/,,,,https://www.facebook.com/UI516/,
umi-ogimi,Umi Ogimi,Ogimi; Umi,大儀見海,drums,https://soundcloud.com/umz-ogm,,,,,
vicente-archer,Vicente Archer,Archer; Vicente,,bass,https://en.wikipedia.org/wiki/Vicente_Archer,,,,,
victor-lewis,Victor Lewis,Lewis; Victor,,drums,https://en.wikipedia.org/wiki/Victor_Lewis,,,,http://victorlewisondrums.com/,
walter-lang,Walter Lang,Lang; Walter,,piano,https://www.discogs.com/de/artist/2711058,,,,,
wataru-hamasaki,Wataru Hamasaki,Hamasaki; Wataru,浜崎航,saxophone,http://www.watarujazz.com,,,,,
wayne-escoffery,Wayne Escoffery,Escoffery; Wayne,,saxophone,,,,,,
xavier-perez,Xavier Perez,Perez; Xavier,,saxophone,https://www.allaboutjazz.com/musicians/xavier-perez,,,,,
yago-vzquez,Yago Vázquez,Vázquez; Yago,,piano,https://yagovazquez.com/,,,,,
yako-horikita,Yako Horikita,Horikita; Yako,堀北やこ,vocal,https://yakohorikita.amebaownd.com/,,,,,
yasue-suzuki,Yasue Suzuki,Suzuki; Yasue,鈴木康恵,flute,https://www.yasue.net/,,,,,
yasuhiko-hachi-sato,Yasuhiko “Hachi” Sato,Sato; Yasuhiko “Hachi”,佐藤“ハチ”恭彦,bass,https://jazzshiryokan.net/jazzDB/musician_detail.php?serialNumber=1681,,,,,
yasuhiro-hasegawa,Yasuhiro Hasegawa,Hasegawa; Yasuhiro,長谷川泰弘,bass,,,,,,
yasuhiro-matsuda,Yasuhiro Matsuda,Matsuda; Yasuhiro,松田靖弘,saxophone,https://www.alsoj.net/sax/artist/view/1055/%E6%9D%BE%E7%94%B0%E9%9D%96%E5%BC%98.html,,,,,
yasuhiro-yoshigaki,Yasuhiro Yoshigaki,Yoshigaki; Yasuhiro,芳垣安洋,percussion,,,,,,
yasuki-sogabe,Yasuki Sogabe,Sogabe; Yasuki,曽我部泰紀,saxophone,https://yasukisogabe.amebaownd.com/,,,,,
yasuko-nakatani,Yasuko Nakatani,Nakatani; Yasuko,中谷泰子,vocal,,,,,,
yasumasa-kumagai,Yasumasa Kumagai,Kumagai; Yasumasa,熊谷ヤスマサ,piano,https://yasumasakumagai.com/,1,,,https://ameblo.jp/yasumasakumagai823/,
yasuo-nishimoto,Yasuo Nishimoto,Nishimoto; Yasuo,西本康朗,saxophone,https://yasuo-nishimoto.amebaownd.com/,,,,,
yasushi-fukumori,Yasushi Fukumori,Fukumori; Yasushi,福森康,drums,https://ameblo.jp/su-shi84/,,,,https://www.instagram.com/84.yasushi/,
yasushi-gonjyo,Yasushi Gonjyo,Gonjyo; Yasushi,権上康志,bass,,,,,,
yasushi-nakamura,Yasushi Nakamura,Nakamura; Yasushi,中村恭士,bass,https://www.yasushinakamurabass.com/,,,,,
yasushi-yoneki,Yasushi Yoneki,Yoneki; Yasushi,米木康志,bass,,,,,,
yasutaka-yorozu,Yasutaka Yorozu,Yorozu; Yasutaka,萬恭隆,bass,http://yasutakayorozu.blog.fc2.com/,,,,,
yohei-saito,Yohei Saito,Saito; Yohei,斎藤洋平,drums,https://jazzshiryokan.net/jazzDB/musician_detail.php?serialNumber=1770,,,,,
yohei-tanaka,Yohei Tanaka,Tanaka; Yohei,田中洋平,bass,https://jazzshiryokan.net/jazzDB/musician_detail.php?serialNumber=14647,,,,,
yohhei,Yohhei,Yohhei,ようへい,vocal,,,,,,
yoichi-kobayashi,Yoichi Kobayashi,Kobayashi; Yoichi,小林陽一,drums,https://monkykoba.wixsite.com/jjmproject,,,,,
yoichi-okabe,Yoichi Okabe,Okabe; Yoichi,岡部洋一,percussion,https://okabeyoichi.com/,,,,,
yoichi-suzuki,Yoichi Suzuki,Suzuki; Yoichi,鈴木洋一,guitar,https://yoichijazz.com/,,,,,
yoko-fukumoto,Yoko Fukumoto,Fukumoto; Yoko,福本陽子,saxophone,https://ameblo.jp/yoyoyo-koko/,,,,,
yoko-kobayashi,Yoko Kobayashi,Kobayashi; Yoko,小林洋子,piano,https://www.piano-yokokobayashi-jazz.com/,,,,,
yoshi-waki,Yoshi Waki,Waki; Yoshi,脇義典,bass,https://yoshiwaki.net/,,Yoshinori Waki,,,
yoshiaki-masuo,Yoshiaki Masuo,Masuo; Yoshiaki,増尾好秋,guitar,http://www.ymasuo.com/,,,,,
yoshiaki-sato,Yoshiaki Sato,Sato; Yoshiaki,佐藤芳明,accordion,https://accsssaaatttooo.wixsite.com/yyysssaaatttooo,,,,,
yoshifumi-nihonmatsu,Yoshifumi Nihonmatsu,Nihonmatsu; Yoshifumi,二本松義史,drums,https://nihonmatsu.blog.ss-blog.jp/,,,,,
